time,power,power_factor
2025-11-08T10:40:30.019038,106.2,0.92
2025-11-08T10:39:30.019044,106.3,0.93
2025-11-08T10:38:30.019050,106.4,0.9400000000000001
2025-11-08T10:37:30.019061,106.5,0.9500000000000001
2025-11-08T10:36:30.019068,106.6,0.96
2025-11-08T10:35:30.019074,106.7,0.97
2025-11-08T10:34:30.019080,106.8,0.98
2025-11-08T10:33:30.019086,106.9,0.99
2025-11-08T10:32:30.019092,107.0,0.9
2025-11-08T10:31:30.019098,107.1,0.91
2025-11-08T10:30:30.019104,107.2,0.92
2025-11-08T10:29:30.019110,107.3,0.93
2025-11-08T10:28:30.019119,107.4,0.9400000000000001
2025-11-08T10:27:30.019126,107.5,0.9500000000000001
2025-11-08T10:26:30.019134,107.6,0.96
2025-11-08T10:25:30.019140,107.7,0.97
2025-11-08T10:24:30.019146,107.8,0.98
2025-11-08T10:23:30.019152,107.9,0.99
2025-11-08T10:22:30.019157,108.0,0.9
2025-11-08T10:21:30.019163,108.1,0.91
2025-11-08T10:20:30.019169,108.2,0.92
2025-11-08T10:19:30.019175,108.3,0.93
2025-11-08T10:18:30.019181,108.4,0.9400000000000001
2025-11-08T10:17:30.019188,108.5,0.9500000000000001
2025-11-08T10:16:30.019194,108.6,0.96
2025-11-08T10:15:30.019200,108.7,0.97
2025-11-08T10:14:30.019206,108.8,0.98
2025-11-08T10:13:30.019212,108.9,0.99
2025-11-08T10:12:30.019218,109.0,0.9
2025-11-08T10:11:30.019224,109.1,0.91
2025-11-08T10:10:30.019230,109.2,0.92
2025-11-08T10:09:30.019236,109.3,0.93
2025-11-08T10:08:30.019242,109.4,0.9400000000000001
2025-11-08T10:07:30.019249,109.5,0.9500000000000001
2025-11-08T10:06:30.019255,109.6,0.96
2025-11-08T10:05:30.019292,109.7,0.97
2025-11-08T10:04:30.019306,109.8,0.98
2025-11-08T10:03:30.019314,109.9,0.99
2025-11-08T10:02:30.019321,110.0,0.9
2025-11-08T10:01:30.019327,110.1,0.91
2025-11-08T10:00:30.019333,110.2,0.92
2025-11-08T09:59:30.019339,110.3,0.93
2025-11-08T09:58:30.019345,110.4,0.9400000000000001
2025-11-08T09:57:30.019352,110.5,0.9500000000000001
2025-11-08T09:56:30.019359,110.6,0.96
2025-11-08T09:55:30.019365,110.7,0.97
2025-11-08T09:54:30.019372,110.8,0.98
2025-11-08T09:53:30.019378,110.9,0.99
2025-11-08T09:52:30.019384,111.0,0.9
2025-11-08T09:51:30.019390,111.1,0.91
2025-11-08T09:50:30.019396,111.2,0.92
2025-11-08T09:49:30.019402,111.3,0.93
2025-11-08T09:48:30.019408,111.4,0.9400000000000001
2025-11-08T09:47:30.019415,111.5,0.9500000000000001
2025-11-08T09:46:30.019422,111.6,0.96
2025-11-08T09:45:30.019428,111.7,0.97
2025-11-08T09:44:30.019434,111.8,0.98
2025-11-08T09:43:30.019440,111.9,0.99
2025-11-08T09:42:30.019446,112.0,0.9
2025-11-08T09:41:30.019452,112.1,0.91
2025-11-08T09:40:30.019458,112.2,0.92
2025-11-08T09:39:30.019464,112.3,0.93
2025-11-08T09:38:30.019470,112.4,0.9400000000000001
2025-11-08T09:37:30.019477,112.5,0.9500000000000001
2025-11-08T09:36:30.019484,112.6,0.96
2025-11-08T09:35:30.019490,112.7,0.97
2025-11-08T09:34:30.019496,112.8,0.98
2025-11-08T09:33:30.019502,112.9,0.99
2025-11-08T09:32:30.019508,113.0,0.9
2025-11-08T09:31:30.019514,113.1,0.91
2025-11-08T09:30:30.019520,113.2,0.92
2025-11-08T09:29:30.019526,113.3,0.93
2025-11-08T09:28:30.019532,113.4,0.9400000000000001
2025-11-08T09:27:30.019539,113.5,0.9500000000000001
2025-11-08T09:26:30.019546,113.6,0.96
2025-11-08T09:25:30.019552,113.7,0.97
2025-11-08T09:24:30.019562,113.8,0.98
2025-11-08T09:23:30.019568,113.9,0.99
2025-11-08T09:22:30.019574,114.0,0.9
2025-11-08T09:21:30.019580,114.1,0.91
2025-11-08T09:20:30.019586,114.2,0.92
2025-11-08T09:19:30.019592,114.3,0.93
2025-11-08T09:18:30.019598,114.4,0.9400000000000001
2025-11-08T09:17:30.019604,114.5,0.9500000000000001
2025-11-08T09:16:30.019611,114.6,0.96
2025-11-08T09:15:30.019624,114.7,0.97
2025-11-08T09:14:30.019630,114.8,0.98
2025-11-08T09:13:30.019636,114.9,0.99
2025-11-08T09:12:30.019642,115.0,0.9
2025-11-08T09:11:30.019648,115.1,0.91
2025-11-08T09:10:30.019654,115.2,0.92
2025-11-08T09:09:30.019660,115.3,0.93
2025-11-08T09:08:30.019666,115.4,0.9400000000000001
2025-11-08T09:07:30.019673,115.5,0.9500000000000001
2025-11-08T09:06:30.019680,115.6,0.96
2025-11-08T09:05:30.019686,115.7,0.97
2025-11-08T09:04:30.019692,115.8,0.98
2025-11-08T09:03:30.019698,115.9,0.99
2025-11-08T09:02:30.019704,116.0,0.9
2025-11-08T09:01:30.019710,116.1,0.91
2025-11-08T09:00:30.019716,116.2,0.92
2025-11-08T08:59:30.019722,116.3,0.93
2025-11-08T08:58:30.019728,116.4,0.9400000000000001
2025-11-08T08:57:30.019735,116.5,0.9500000000000001
2025-11-08T08:56:30.019742,116.6,0.96
2025-11-08T08:55:30.019748,116.7,0.97
2025-11-08T08:54:30.019754,116.8,0.98
2025-11-08T08:53:30.019760,116.9,0.99
2025-11-08T08:52:30.019766,117.0,0.9
2025-11-08T08:51:30.019771,117.1,0.91
2025-11-08T08:50:30.019778,117.2,0.92
2025-11-08T08:49:30.019783,117.3,0.93
2025-11-08T08:48:30.019789,117.4,0.9400000000000001
2025-11-08T08:47:30.019796,117.5,0.9500000000000001
2025-11-08T08:46:30.019803,117.6,0.96
2025-11-08T08:45:30.019809,117.7,0.97
2025-11-08T08:44:30.019815,117.8,0.98
2025-11-08T08:43:30.019821,117.9,0.99
2025-11-08T08:42:30.019827,118.0,0.9
2025-11-08T08:41:30.019895,118.1,0.91
2025-11-08T08:40:30.019914,118.2,0.92
2025-11-08T08:39:30.019927,118.3,0.93
2025-11-08T08:38:30.019939,118.4,0.9400000000000001
2025-11-08T08:37:30.019956,118.5,0.9500000000000001
2025-11-08T08:36:30.019971,118.6,0.96
2025-11-08T08:35:30.019986,118.7,0.97
2025-11-08T08:34:30.019998,118.8,0.98
2025-11-08T08:33:30.020008,118.9,0.99
2025-11-08T08:32:30.020014,119.0,0.9
2025-11-08T08:31:30.020020,119.1,0.91
2025-11-08T08:30:30.020026,119.2,0.92
2025-11-08T08:29:30.020032,119.3,0.93
2025-11-08T08:28:30.020038,119.4,0.9400000000000001
2025-11-08T08:27:30.020045,119.5,0.9500000000000001
2025-11-08T08:26:30.020100,119.6,0.96
2025-11-08T08:25:30.020108,119.7,0.97
2025-11-08T08:24:30.020114,119.8,0.98
2025-11-08T08:23:30.020120,119.9,0.99
2025-11-08T08:22:30.020126,120.0,0.9
2025-11-08T08:21:30.020132,120.1,0.91
2025-11-08T08:20:30.020138,120.2,0.92
2025-11-08T08:19:30.020144,120.3,0.93
2025-11-08T08:18:30.020149,120.4,0.9400000000000001
2025-11-08T08:17:30.020156,120.5,0.9500000000000001
2025-11-08T08:16:30.020163,120.6,0.96
2025-11-08T08:15:30.020169,120.7,0.97
2025-11-08T08:14:30.020175,120.8,0.98
2025-11-08T08:13:30.020181,120.9,0.99
2025-11-08T08:12:30.020187,121.0,0.9
2025-11-08T08:11:30.020193,121.1,0.91
2025-11-08T08:10:30.020199,121.2,0.92
2025-11-08T08:09:30.020205,121.3,0.93
2025-11-08T08:08:30.020211,121.4,0.9400000000000001
2025-11-08T08:07:30.020217,121.5,0.9500000000000001
2025-11-08T08:06:30.020224,121.6,0.96
2025-11-08T08:05:30.020230,121.7,0.97
2025-11-08T08:04:30.020236,121.8,0.98
2025-11-08T08:03:30.020242,121.9,0.99
2025-11-08T08:02:30.020248,122.0,0.9
2025-11-08T08:01:30.020253,122.1,0.91
2025-11-08T08:00:30.020259,122.2,0.92
2025-11-08T07:59:30.020299,122.3,0.93
2025-11-08T07:58:30.020310,122.4,0.9400000000000001
2025-11-08T07:57:30.020319,122.5,0.9500000000000001
2025-11-08T07:56:30.020327,122.6,0.96
2025-11-08T07:55:30.020334,122.7,0.97
2025-11-08T07:54:30.020340,122.8,0.98
2025-11-08T07:53:30.020346,122.9,0.99
2025-11-08T07:52:30.020352,123.0,0.9
2025-11-08T07:51:30.020358,123.1,0.91
2025-11-08T07:50:30.020363,123.2,0.92
2025-11-08T07:49:30.020369,123.3,0.93
2025-11-08T07:48:30.020375,123.4,0.9400000000000001
2025-11-08T07:47:30.020382,123.5,0.9500000000000001
2025-11-08T07:46:30.020389,123.6,0.96
2025-11-08T07:45:30.020395,123.7,0.97
2025-11-08T07:44:30.020401,123.8,0.98
2025-11-08T07:43:30.020407,123.9,0.99
2025-11-08T07:42:30.020413,124.0,0.9
2025-11-08T07:41:30.020419,124.1,0.91
2025-11-08T07:40:30.020425,124.2,0.92
2025-11-08T07:39:30.020431,124.3,0.93
2025-11-08T07:38:30.020436,124.4,0.9400000000000001
2025-11-08T07:37:30.020443,124.5,0.9500000000000001
2025-11-08T07:36:30.020450,124.6,0.96
2025-11-08T07:35:30.020457,124.7,0.97
2025-11-08T07:34:30.020463,124.8,0.98
2025-11-08T07:33:30.020469,124.9,0.99
2025-11-08T07:32:30.020475,125.0,0.9
2025-11-08T07:31:30.020481,125.1,0.91
2025-11-08T07:30:30.020487,125.2,0.92
2025-11-08T07:29:30.020493,125.3,0.93
2025-11-08T07:28:30.020499,125.4,0.9400000000000001
2025-11-08T07:27:30.020506,125.5,0.9500000000000001
2025-11-08T07:26:30.020513,125.6,0.96
2025-11-08T07:25:30.020519,125.7,0.97
2025-11-08T07:24:30.020526,125.8,0.98
2025-11-08T07:23:30.020532,125.9,0.99
2025-11-08T07:22:30.020538,126.0,0.9
2025-11-08T07:21:30.020544,126.1,0.91
2025-11-08T07:20:30.020550,126.2,0.92
2025-11-08T07:19:30.020556,126.3,0.93
2025-11-08T07:18:30.020562,126.4,0.9400000000000001
2025-11-08T07:17:30.020569,126.5,0.9500000000000001
2025-11-08T07:16:30.020576,126.6,0.96
2025-11-08T07:15:30.020582,126.7,0.97
2025-11-08T07:14:30.020588,126.8,0.98
2025-11-08T07:13:30.020595,126.9,0.99
2025-11-08T07:12:30.020601,127.0,0.9
2025-11-08T07:11:30.020607,127.1,0.91
2025-11-08T07:10:30.020613,127.2,0.92
2025-11-08T07:09:30.020626,127.3,0.93
2025-11-08T07:08:30.020632,127.4,0.9400000000000001
2025-11-08T07:07:30.020640,127.5,0.9500000000000001
2025-11-08T07:06:30.020647,127.6,0.96
2025-11-08T07:05:30.020653,127.7,0.97
2025-11-08T07:04:30.020659,127.8,0.98
2025-11-08T07:03:30.020665,127.9,0.99
2025-11-08T07:02:30.020671,128.0,0.9
2025-11-08T07:01:30.020677,128.1,0.91
2025-11-08T07:00:30.020683,128.2,0.92
2025-11-08T06:59:30.020689,128.3,0.93
2025-11-08T06:58:30.020695,128.4,0.9400000000000001
2025-11-08T06:57:30.020702,128.5,0.9500000000000001
2025-11-08T06:56:30.020709,128.6,0.96
2025-11-08T06:55:30.020715,128.7,0.97
2025-11-08T06:54:30.020721,128.8,0.98
2025-11-08T06:53:30.020727,128.9,0.99
2025-11-08T06:52:30.020733,129.0,0.9
2025-11-08T06:51:30.020739,129.1,0.91
2025-11-08T06:50:30.020745,129.2,0.92
2025-11-08T06:49:30.020751,129.3,0.93
2025-11-08T06:48:30.020757,129.4,0.9400000000000001
2025-11-08T06:47:30.020763,129.5,0.9500000000000001
2025-11-08T06:46:30.020770,129.6,0.96
2025-11-08T06:45:30.020776,129.7,0.97
2025-11-08T06:44:30.020782,129.8,0.98
2025-11-08T06:43:30.020788,129.9,0.99
2025-11-08T06:42:30.020794,130.0,0.9
2025-11-08T06:41:30.020800,130.1,0.91
2025-11-08T06:40:30.020806,130.2,0.92
2025-11-08T06:39:30.020812,130.3,0.93
2025-11-08T06:38:30.020818,130.4,0.9400000000000001
2025-11-08T06:37:30.020825,130.5,0.9500000000000001
2025-11-08T06:36:30.020832,130.6,0.96
2025-11-08T06:35:30.020838,130.7,0.97
2025-11-08T06:34:30.020844,130.8,0.98
2025-11-08T06:33:30.020850,130.9,0.99
2025-11-08T06:32:30.020856,131.0,0.9
2025-11-08T06:31:30.020862,131.1,0.91
2025-11-08T06:30:30.020868,131.2,0.92
2025-11-08T06:29:30.020874,131.3,0.93
2025-11-08T06:28:30.020880,131.4,0.9400000000000001
2025-11-08T06:27:30.020887,131.5,0.9500000000000001
2025-11-08T06:26:30.020894,131.6,0.96
2025-11-08T06:25:30.020900,131.7,0.97
2025-11-08T06:24:30.020906,131.8,0.98
2025-11-08T06:23:30.020912,131.9,0.99
2025-11-08T06:22:30.020918,132.0,0.9
2025-11-08T06:21:30.020924,132.1,0.91
2025-11-08T06:20:30.020930,132.2,0.92
2025-11-08T06:19:30.020936,132.3,0.93
2025-11-08T06:18:30.020942,132.4,0.9400000000000001
2025-11-08T06:17:30.020949,132.5,0.9500000000000001
2025-11-08T06:16:30.020956,132.6,0.96
2025-11-08T06:15:30.020962,132.7,0.97
2025-11-08T06:14:30.020968,132.8,0.98
2025-11-08T06:13:30.020974,132.9,0.99
2025-11-08T06:12:30.020980,133.0,0.9
2025-11-08T06:11:30.020985,133.1,0.91
2025-11-08T06:10:30.020991,133.2,0.92
2025-11-08T06:09:30.020997,133.3,0.93
2025-11-08T06:08:30.021003,133.4,0.9400000000000001
2025-11-08T06:07:30.021010,133.5,0.9500000000000001
2025-11-08T06:06:30.021017,133.6,0.96
2025-11-08T06:05:30.021023,133.7,0.97
2025-11-08T06:04:30.021029,133.8,0.98
2025-11-08T06:03:30.021035,133.9,0.99
2025-11-08T06:02:30.021041,134.0,0.9
2025-11-08T06:01:30.021047,134.1,0.91
2025-11-08T06:00:30.021053,134.2,0.92
2025-11-08T05:59:30.021059,134.3,0.93
2025-11-08T05:58:30.021065,134.4,0.9400000000000001
2025-11-08T05:57:30.021072,134.5,0.9500000000000001
2025-11-08T05:56:30.021079,134.6,0.96
2025-11-08T05:55:30.021085,134.7,0.97
2025-11-08T05:54:30.021091,134.8,0.98
2025-11-08T05:53:30.021097,134.9,0.99
2025-11-08T05:52:30.021103,135.0,0.9
2025-11-08T05:51:30.021109,135.1,0.91
2025-11-08T05:50:30.021115,135.2,0.92
2025-11-08T05:49:30.021121,135.3,0.93
2025-11-08T05:48:30.021127,135.4,0.9400000000000001
2025-11-08T05:47:30.021134,135.5,0.9500000000000001
2025-11-08T05:46:30.021141,135.6,0.96
2025-11-08T05:45:30.021147,135.7,0.97
2025-11-08T05:44:30.021153,135.8,0.98
2025-11-08T05:43:30.021159,135.9,0.99
2025-11-08T05:42:30.021165,136.0,0.9
2025-11-08T05:41:30.021170,136.1,0.91
2025-11-08T05:40:30.021176,136.2,0.92
2025-11-08T05:39:30.021182,136.3,0.93
2025-11-08T05:38:30.021188,136.4,0.9400000000000001
2025-11-08T05:37:30.021195,136.5,0.9500000000000001
2025-11-08T05:36:30.021202,136.6,0.96
2025-11-08T05:35:30.021208,136.7,0.97
2025-11-08T05:34:30.021214,136.8,0.98
2025-11-08T05:33:30.021220,136.9,0.99
2025-11-08T05:32:30.021227,137.0,0.9
2025-11-08T05:31:30.021232,137.1,0.91
2025-11-08T05:30:30.021238,137.2,0.92
2025-11-08T05:29:30.021244,137.3,0.93
2025-11-08T05:28:30.021250,137.4,0.9400000000000001
2025-11-08T05:27:30.021257,137.5,0.9500000000000001
2025-11-08T05:26:30.021291,137.6,0.96
2025-11-08T05:25:30.021304,137.7,0.97
2025-11-08T05:24:30.021312,137.8,0.98
2025-11-08T05:23:30.021319,137.9,0.99
2025-11-08T05:22:30.021325,138.0,0.9
2025-11-08T05:21:30.021331,138.1,0.91
2025-11-08T05:20:30.021337,138.2,0.92
2025-11-08T05:19:30.021343,138.3,0.93
2025-11-08T05:18:30.021349,138.4,0.9400000000000001
2025-11-08T05:17:30.021356,138.5,0.9500000000000001
2025-11-08T05:16:30.021363,138.6,0.96
2025-11-08T05:15:30.021369,138.7,0.97
2025-11-08T05:14:30.021375,138.8,0.98
2025-11-08T05:13:30.021381,138.9,0.99
2025-11-08T05:12:30.021387,139.0,0.9
2025-11-08T05:11:30.021393,139.1,0.91
2025-11-08T05:10:30.021399,139.2,0.92
2025-11-08T05:09:30.021426,139.3,0.93
2025-11-08T05:08:30.021433,139.4,0.9400000000000001
2025-11-08T05:07:30.021441,139.5,0.9500000000000001
2025-11-08T05:06:30.021448,139.6,0.96
2025-11-08T05:05:30.021454,139.7,0.97
2025-11-08T05:04:30.021461,139.8,0.98
2025-11-08T05:03:30.021467,139.9,0.99
2025-11-08T05:02:30.021473,140.0,0.9
2025-11-08T05:01:30.021479,140.1,0.91
2025-11-08T05:00:30.021485,140.2,0.92
2025-11-08T04:59:30.021491,140.3,0.93
2025-11-08T04:58:30.021497,140.4,0.9400000000000001
2025-11-08T04:57:30.021504,140.5,0.9500000000000001
2025-11-08T04:56:30.021511,140.6,0.96
2025-11-08T04:55:30.021518,140.7,0.97
2025-11-08T04:54:30.021524,140.8,0.98
2025-11-08T04:53:30.021530,140.9,0.99
2025-11-08T04:52:30.021536,141.0,0.9
2025-11-08T04:51:30.021542,141.1,0.91
2025-11-08T04:50:30.021548,141.2,0.92
2025-11-08T04:49:30.021554,141.3,0.93
2025-11-08T04:48:30.021560,141.4,0.9400000000000001
2025-11-08T04:47:30.021567,141.5,0.9500000000000001
2025-11-08T04:46:30.021574,141.6,0.96
2025-11-08T04:45:30.021580,141.7,0.97
2025-11-08T04:44:30.021586,141.8,0.98
2025-11-08T04:43:30.021593,141.9,0.99
2025-11-08T04:42:30.021599,142.0,0.9
2025-11-08T04:41:30.021604,142.1,0.91
2025-11-08T04:40:30.021610,142.2,0.92
2025-11-08T04:39:30.021622,142.3,0.93
2025-11-08T04:38:30.021629,142.4,0.9400000000000001
2025-11-08T04:37:30.021636,142.5,0.9500000000000001
2025-11-08T04:36:30.021643,142.6,0.96
2025-11-08T04:35:30.021649,142.7,0.97
2025-11-08T04:34:30.021655,142.8,0.98
2025-11-08T04:33:30.021661,142.9,0.99
2025-11-08T04:32:30.021667,143.0,0.9
2025-11-08T04:31:30.021684,143.1,0.91
2025-11-08T04:30:30.021690,143.2,0.92
2025-11-08T04:29:30.021696,143.3,0.93
2025-11-08T04:28:30.021702,143.4,0.9400000000000001
2025-11-08T04:27:30.021709,143.5,0.9500000000000001
2025-11-08T04:26:30.021716,143.6,0.96
2025-11-08T04:25:30.021723,143.7,0.97
2025-11-08T04:24:30.021729,143.8,0.98
2025-11-08T04:23:30.021735,143.9,0.99
2025-11-08T04:22:30.021741,144.0,0.9
2025-11-08T04:21:30.021747,144.1,0.91
2025-11-08T04:20:30.021753,144.2,0.92
2025-11-08T04:19:30.021759,144.3,0.93
2025-11-08T04:18:30.021765,144.4,0.9400000000000001
2025-11-08T04:17:30.021772,144.5,0.9500000000000001
2025-11-08T04:16:30.021779,144.6,0.96
2025-11-08T04:15:30.021785,144.7,0.97
2025-11-08T04:14:30.021791,144.8,0.98
2025-11-08T04:13:30.021797,144.9,0.99
2025-11-08T04:12:30.021803,145.0,0.9
2025-11-08T04:11:30.021809,145.1,0.91
2025-11-08T04:10:30.021815,145.2,0.92
2025-11-08T04:09:30.021821,145.3,0.93
2025-11-08T04:08:30.021827,145.4,0.9400000000000001
2025-11-08T04:07:30.021834,145.5,0.9500000000000001
2025-11-08T04:06:30.021841,145.6,0.96
2025-11-08T04:05:30.021848,145.7,0.97
2025-11-08T04:04:30.021854,145.8,0.98
2025-11-08T04:03:30.021860,145.9,0.99
2025-11-08T04:02:30.021866,146.0,0.9
2025-11-08T04:01:30.021872,146.1,0.91
2025-11-08T04:00:30.021878,146.2,0.92
2025-11-08T03:59:30.021884,146.3,0.93
2025-11-08T03:58:30.021890,146.4,0.9400000000000001
2025-11-08T03:57:30.021897,146.5,0.9500000000000001
2025-11-08T03:56:30.021904,146.6,0.96
2025-11-08T03:55:30.021910,146.7,0.97
2025-11-08T03:54:30.021916,146.8,0.98
2025-11-08T03:53:30.021922,146.9,0.99
2025-11-08T03:52:30.021929,147.0,0.9
2025-11-08T03:51:30.021935,147.1,0.91
2025-11-08T03:50:30.021941,147.2,0.92
2025-11-08T03:49:30.021947,147.3,0.93
2025-11-08T03:48:30.021953,147.4,0.9400000000000001
2025-11-08T03:47:30.021960,147.5,0.9500000000000001
2025-11-08T03:46:30.021967,147.6,0.96
2025-11-08T03:45:30.021973,147.7,0.97
2025-11-08T03:44:30.021979,147.8,0.98
2025-11-08T03:43:30.021986,147.9,0.99
2025-11-08T03:42:30.021992,148.0,0.9
2025-11-08T03:41:30.021997,148.1,0.91
2025-11-08T03:40:30.022003,148.2,0.92
2025-11-08T03:39:30.022010,148.3,0.93
2025-11-08T03:38:30.022016,148.4,0.9400000000000001
2025-11-08T03:37:30.022023,148.5,0.9500000000000001
2025-11-08T03:36:30.022030,148.6,0.96
2025-11-08T03:35:30.022036,148.7,0.97
2025-11-08T03:34:30.022042,148.8,0.98
2025-11-08T03:33:30.022048,148.9,0.99
2025-11-08T03:32:30.022054,149.0,0.9
2025-11-08T03:31:30.022060,149.1,0.91
2025-11-08T03:30:30.022066,149.2,0.92
2025-11-08T03:29:30.022072,149.3,0.93
2025-11-08T03:28:30.022078,149.4,0.9400000000000001
2025-11-08T03:27:30.022085,149.5,0.9500000000000001
2025-11-08T03:26:30.022092,149.6,0.96
2025-11-08T03:25:30.022099,149.7,0.97
2025-11-08T03:24:30.022105,149.8,0.98
2025-11-08T03:23:30.022111,149.9,0.99
2025-11-08T03:22:30.022117,150.0,0.9
2025-11-08T03:21:30.022123,150.1,0.91
2025-11-08T03:20:30.022129,150.2,0.92
2025-11-08T03:19:30.022136,150.3,0.93
2025-11-08T03:18:30.022142,150.4,0.9400000000000001
2025-11-08T03:17:30.022149,150.5,0.9500000000000001
2025-11-08T03:16:30.022156,150.6,0.96
2025-11-08T03:15:30.022162,150.7,0.97
2025-11-08T03:14:30.022168,150.8,0.98
2025-11-08T03:13:30.022174,150.9,0.99
2025-11-08T03:12:30.022180,151.0,0.9
2025-11-08T03:11:30.022186,151.1,0.91
2025-11-08T03:10:30.022192,151.2,0.92
2025-11-08T03:09:30.022201,151.3,0.93
2025-11-08T03:08:30.022207,151.4,0.9400000000000001
2025-11-08T03:07:30.022214,151.5,0.9500000000000001
2025-11-08T03:06:30.022221,151.6,0.96
2025-11-08T03:05:30.022228,151.7,0.97
2025-11-08T03:04:30.022234,151.8,0.98
2025-11-08T03:03:30.022240,151.9,0.99
2025-11-08T03:02:30.022246,152.0,0.9
2025-11-08T03:01:30.022252,152.1,0.91
2025-11-08T03:00:30.022258,152.2,0.92
2025-11-08T02:59:30.022292,152.3,0.93
2025-11-08T02:58:30.022305,152.4,0.9400000000000001
2025-11-08T02:57:30.022315,152.5,0.9500000000000001
2025-11-08T02:56:30.022322,152.6,0.96
2025-11-08T02:55:30.022329,152.7,0.97
2025-11-08T02:54:30.022335,152.8,0.98
2025-11-08T02:53:30.022341,152.9,0.99
2025-11-08T02:52:30.022347,153.0,0.9
2025-11-08T02:51:30.022353,153.1,0.91
2025-11-08T02:50:30.022359,153.2,0.92
2025-11-08T02:49:30.022365,153.3,0.93
2025-11-08T02:48:30.022372,153.4,0.9400000000000001
2025-11-08T02:47:30.022379,153.5,0.9500000000000001
2025-11-08T02:46:30.022386,153.6,0.96
2025-11-08T02:45:30.022392,153.7,0.97
2025-11-08T02:44:30.022398,153.8,0.98
2025-11-08T02:43:30.022404,153.9,0.99
2025-11-08T02:42:30.022410,154.0,0.9
2025-11-08T02:41:30.022416,154.1,0.91
2025-11-08T02:40:30.022423,154.2,0.92
2025-11-08T02:39:30.022429,154.3,0.93
2025-11-08T02:38:30.022435,154.4,0.9400000000000001
2025-11-08T02:37:30.022442,154.5,0.9500000000000001
2025-11-08T02:36:30.022449,154.6,0.96
2025-11-08T02:35:30.022455,154.7,0.97
2025-11-08T02:34:30.022461,154.8,0.98
2025-11-08T02:33:30.022468,154.9,0.99
2025-11-08T02:32:30.022474,155.0,0.9
2025-11-08T02:31:30.022479,155.1,0.91
2025-11-08T02:30:30.022486,155.2,0.92
2025-11-08T02:29:30.022492,155.3,0.93
2025-11-08T02:28:30.022498,155.4,0.9400000000000001
2025-11-08T02:27:30.022505,155.5,0.9500000000000001
2025-11-08T02:26:30.022512,155.6,0.96
2025-11-08T02:25:30.022518,155.7,0.97
2025-11-08T02:24:30.022524,155.8,0.98
